Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"EP300","E1A Binding Protein P300","Protein Coding","Q09472","65","GC22P076143","55.6298294067383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","67","GC12P112418","55.5091934204102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"MIR200A","MicroRNA 200a","RNA Gene","","29","GC01P050633","55.1978530883789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200A"
"HOTTIP","HOXA Distal Transcript Antisense RNA","RNA Gene","","31","GC07P027198","55.1890869140625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTTIP"
"NEAT1","Nuclear Paraspeckle Assembly Transcript 1","RNA Gene","","34","GC11P094620","55.1807327270508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1"
"MIR222","MicroRNA 222","RNA Gene","","29","GC0XM045747","55.0743255615234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222"
"ERCC2","ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit","Protein Coding","P18074","61","GC19M045349","54.9316902160645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2"
"KCNQ1OT1","KCNQ1 Opposite Strand/Antisense Transcript 1","RNA Gene","","36","GC11M012603","54.0452651977539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","P10415","64","GC18M063123","53.9730529785156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","P48735","66","GC15M090083","53.8529090881348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2"
"HNF4A","Hepatocyte Nuclear Factor 4 Alpha","Protein Coding","P41235","63","GC20P044355","53.6010551452637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4A"
"MIR195","MicroRNA 195","RNA Gene","","28","GC17M084118","53.3491554260254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195"
"MIR200C","MicroRNA 200c","RNA Gene","","31","GC12P042128","53.2684020996094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C"
"LOC126806658","BRD4-Independent Group 4 Enhancer GRCh37_chr3:41265899-41267098","Functional Element","","11","GC03P041224","53.2661895751953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806658"
"MIR182","MicroRNA 182","RNA Gene","","31","GC07M129770","53.241641998291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR182"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","64","GC19P048954","53.218334197998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","64","GC05P068215","53.2077560424805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"TRMU","TRNA Mitochondrial 2-Thiouridylase","Protein Coding","O75648","51","GC22P046330","52.9713401794434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMU"
"MARS1","Methionyl-TRNA Synthetase 1","Protein Coding","P56192","59","GC12P062071","52.9331512451172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARS1"
"RECQL4","RecQ Like Helicase 4","Protein Coding","O94761","53","GC08M146813","52.8785781860352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4"
"CREBBP","CREB Binding Protein","Protein Coding","Q92793","67","GC16M025750","52.866828918457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"MIR205","MicroRNA 205","RNA Gene","","29","GC01P209432","52.8344650268555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"MIR148A","MicroRNA 148a","RNA Gene","","29","GC07M025950","52.6350173950195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","Q969H0","59","GC04M152321","52.5975608825684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"SMO","Smoothened, Frizzled Class Receptor","Protein Coding","Q99835","64","GC07P137052","52.4981155395508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO"
"FANCM","FA Complementation Group M","Protein Coding","Q8IYD8","55","GC14P045135","52.480037689209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCM"
"MIR183","MicroRNA 183","RNA Gene","","27","GC07M129887","52.4522476196289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183"
"MIR29A","MicroRNA 29a","RNA Gene","","31","GC07M130876","52.3985748291016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A"
"FANCD2","FA Complementation Group D2","Protein Coding","Q9BXW9","59","GC03P010026","51.8792381286621","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCD2"
"RAD51","RAD51 Recombinase","Protein Coding","Q06609","63","GC15P040694","51.7122116088867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51"
"MIR29C","MicroRNA 29c","RNA Gene","","27","GC01M207835","51.6268692016602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29C"
"FASLG","Fas Ligand","Protein Coding","P48023","61","GC01P172659","51.6075592041016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P05412","63","GC01M058780","51.3583908081055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","P15692","61","GC06P043770","51.1620635986328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"TMEM127","Transmembrane Protein 127","Protein Coding","O75204","51","GC02M096248","51.1078758239746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"ALB","Albumin","Protein Coding","P02768","62","GC04P073397","51.0534133911133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"LRRC56","Leucine Rich Repeat Containing 56","Protein Coding","Q8IYG6","48","GC11P012231","51.0192604064941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC56"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","66","GC22M021759","50.7975234985352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"MIR18A","MicroRNA 18a","RNA Gene","","28","GC13P091701","50.7616424560547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A"
"MIRLET7B","MicroRNA Let-7b","RNA Gene","","29","GC22P076285","50.5810165405273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B"
"NRG1","Neuregulin 1","Protein Coding","Q02297","62","GC08P031639","50.5773849487305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1"
"MIR15A","MicroRNA 15a","RNA Gene","","25","GC13M050049","50.4586486816406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15A"
"MIR10B","MicroRNA 10b","RNA Gene","","31","GC02P176150","50.436149597168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B"
"INS","Insulin","Protein Coding","P01308","60","GC11M002159","50.1217498779297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"MUC16","Mucin 16, Cell Surface Associated","Protein Coding","Q8WXI7","51","GC19M008848","49.8844337463379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16"
"PMS1","PMS1 Homolog 1, Mismatch Repair System Component","Protein Coding","P54277","52","GC02P189784","49.8007278442383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","62","GC11M012582","49.7546539306641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"CHEK1","Checkpoint Kinase 1","Protein Coding","O14757","65","GC11P125625","49.7017402648926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1"
"MUC1","Mucin 1, Cell Surface Associated","Protein Coding","P15941","61","GC01M155185","49.6315879821777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","P38936","63","GC06P144910","49.3795852661133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"MIR140","MicroRNA 140","RNA Gene","","33","GC16P097800","49.3145523071289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140"
"MIR150","MicroRNA 150","RNA Gene","","31","GC19M049500","49.2433395385742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"PNPLA3","Patatin Like Phospholipase Domain Containing 3","Protein Coding","Q9NST1","55","GC22P043923","49.1171226501465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA3"
"MIRLET7D","MicroRNA Let-7d","RNA Gene","","31","GC09P094178","49.0341415405273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7D"
"DANCR","Differentiation Antagonizing Non-Protein Coding RNA","RNA Gene","P0C864","32","GC04P052712","49.0096244812012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR"
"ZFAS1","ZNFX1 Antisense RNA 1","RNA Gene","","29","GC20P049276","48.9878311157227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFAS1"
"SPRY4-IT1","SPRY4 Intronic Transcript 1","RNA Gene","","22","GC05M142318","48.9491577148438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY4-IT1"
"MIR106B","MicroRNA 106b","RNA Gene","","31","GC07M105744","48.9038162231445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"AXIN1","Axin 1","Protein Coding","O15169","59","GC16M000287","48.8404541015625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"IL2","Interleukin 2","Protein Coding","P60568","59","GC04M122451","48.7820014953613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","67","GC04M055078","48.7074584960938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"SDHAF2","Succinate Dehydrogenase Complex Assembly Factor 2","Protein Coding","Q9NX18","55","GC11P061430","48.6608390808105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2"
"MIR127","MicroRNA 127","RNA Gene","","30","GC14P116897","48.5286903381348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR127"
"NTRK2","Neurotrophic Receptor Tyrosine Kinase 2","Protein Coding","Q16620","66","GC09P084668","48.5145301818848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15910","66","GC07M148807","48.5071411132813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"IFNG","Interferon Gamma","Protein Coding","P01579","63","GC12M068154","48.3479461669922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"MIR139","MicroRNA 139","RNA Gene","","30","GC11M072615","48.2507019042969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","60","GC11P102110","48.1841697692871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"MIR93","MicroRNA 93","RNA Gene","","30","GC07M105718","48.130184173584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"MIR191","MicroRNA 191","RNA Gene","","31","GC03M053987","47.9912490844727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR191"
"MIR224","MicroRNA 224","RNA Gene","","25","GC0XM151958","47.9169311523438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR224"
"SERPINA1","Serpin Family A Member 1","Protein Coding","P01009","62","GC14M094376","47.9126625061035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1"
"MIR451A","MicroRNA 451a","RNA Gene","","26","GC17M028861","47.7946395874023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451A"
"FANCA","FA Complementation Group A","Protein Coding","O15360","62","GC16M090206","47.7480163574219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCA"
"MIR99A","MicroRNA 99a","RNA Gene","","31","GC21P016539","47.523509979248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A"
"CYTOR","Cytoskeleton Regulator RNA","RNA Gene","","30","GC02P089435","47.4659233093262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTOR"
"GPC3","Glypican 3","Protein Coding","P51654","59","GC0XM133535","47.3632354736328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC3"
"CCNE1","Cyclin E1","Protein Coding","P24864","62","GC19P029811","47.3126373291016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","P42772","58","GC09M022002","47.3073768615723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"GYS2","Glycogen Synthase 2","Protein Coding","P54840","57","GC12M030983","47.2854347229004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYS2"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","P08183","64","GC07M087504","47.0815277099609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","O60566","63","GC15P040161","47.0429153442383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"DHFR","Dihydrofolate Reductase","Protein Coding","P00374","61","GC05M080626","46.974193572998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR"
"CYP3A4","Cytochrome P450 Family 3 Subfamily A Member 4","Protein Coding","P08684","61","GC07M105725","46.9604415893555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4"
"AIP","Aryl Hydrocarbon Receptor Interacting Protein","Protein Coding","O00170","55","GC11P067468","46.8320465087891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIP"
"IL10","Interleukin 10","Protein Coding","P22301","60","GC01M206767","46.8053359985352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"GANAB","Glucosidase II Alpha Subunit","Protein Coding","Q14697","58","GC11M128851","46.7240715026855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GANAB"
"NTRK3","Neurotrophic Receptor Tyrosine Kinase 3","Protein Coding","Q16288","66","GC15M087859","46.4800643920898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK3"
"JAK2","Janus Kinase 2","Protein Coding","O60674","66","GC09P004985","46.4577026367188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"MIR23A","MicroRNA 23a","RNA Gene","","30","GC19M096312","46.3920593261719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23A"
"MIR25","MicroRNA 25","RNA Gene","","29","GC07M100093","46.2344818115234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR25"
"MIR181A1","MicroRNA 181a-1","RNA Gene","","28","GC01M198860","46.0984725952148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1"
"MIR30E","MicroRNA 30e","RNA Gene","","32","GC01P040754","46.0955429077148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E"
"HGF","Hepatocyte Growth Factor","Protein Coding","P14210","65","GC07M081699","46.002311706543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"WRN","WRN RecQ Like Helicase","Protein Coding","Q14191","60","GC08P031033","45.9606857299805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"
"EGFR-AS1","EGFR Antisense RNA 1","RNA Gene","","25","GC07M055179","45.9386940002441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR-AS1"
"AURKA","Aurora Kinase A","Protein Coding","O14965","65","GC20M056370","45.9333610534668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA"
"MSR1","Macrophage Scavenger Receptor 1","Protein Coding","P21757","58","GC08M016107","45.5641822814941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSR1"
"MIR210","MicroRNA 210","RNA Gene","","30","GC11M012505","45.5162162780762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","45.4586791992188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"KRT19","Keratin 19","Protein Coding","P08727","58","GC17M041523","45.3128280639648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"ERCC4","ERCC Excision Repair 4, Endonuclease Catalytic Subunit","Protein Coding","Q92889","58","GC16P013920","45.2792510986328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4"
"RHOA","Ras Homolog Family Member A","Protein Coding","P61586","63","GC03M049359","45.2609672546387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"CD274","CD274 Molecule","Protein Coding","Q9NZQ7","58","GC09P005450","45.1249542236328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"PHOX2B","Paired Like Homeobox 2B","Protein Coding","Q99453","57","GC04M041746","45.0568809509277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOX2B"
"MAX","MYC Associated Factor X","Protein Coding","P61244","59","GC14M065341","45.0324630737305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAX"
"RINT1","RAD50 Interactor 1","Protein Coding","Q6NUQ1","51","GC07P105532","44.9640121459961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RINT1"
"MIR142","MicroRNA 142","RNA Gene","","31","GC17M058331","44.7299423217773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"MIR23B","MicroRNA 23b","RNA Gene","","29","GC09P095085","44.7265319824219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B"
"MIR26A1","MicroRNA 26a-1","RNA Gene","","30","GC03P037969","44.6327896118164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A1"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","","28","GC03M052268","44.5906448364258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"MIR27B","MicroRNA 27b","RNA Gene","","30","GC09P102158","44.5586967468262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27B"
"ERCC5","ERCC Excision Repair 5, Endonuclease","Protein Coding","P28715","58","GC13P102845","44.5400466918945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5"
"VDR","Vitamin D Receptor","Protein Coding","P11473","62","GC12M047841","44.3514175415039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"KRT7","Keratin 7","Protein Coding","P08729","56","GC12P052232","44.3493347167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT7"
"MIR146B","MicroRNA 146b","RNA Gene","","31","GC10P102436","44.3371200561523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B"
"TH2LCRR","T Helper Type 2 Locus Control Region Associated RNA","RNA Gene","","23","GC05M132631","44.1082382202148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH2LCRR"
"MIR96","MicroRNA 96","RNA Gene","","30","GC07M129774","44.0507278442383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR96"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","P22455","65","GC05P177086","44.0141639709473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"GSTM1","Glutathione S-Transferase Mu 1","Protein Coding","P09488","55","GC01P109687","43.965991973877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1"
